Date; Montly Sales ;Company;Customer Name
2025/02/23;35188;none;Benhaus Mining Services (Pty) Ltd
2025/02/24;115;none;Iris Africa Condition Monitoring (Pty) Ltd
2025/02/24;199;none;Simunye Marine
2025/02/24;390;none;Lube Marketing (Pty) Ltd - Paarden Eiland
2025/02/24;460;none;Intertek Testing Services SA
2025/02/24;1989;none;Scope Oils
2025/02/24;3977;none;Western Cape Lubricants (Pty) Ltd
2025/02/24;7954;none;Atlantis Sand Sales CC
2025/02/24;10583;none;Intertek Testing Services SA
2025/02/25;7954;none;Burger and Wallace
2025/02/25;15908;none;Civils 2000 Plant Hire CC
2025/02/25;28150;none;Benhaus Mining Services (Pty) Ltd
2025/02/26;200;none;Atlas Oil
2025/02/26;2273;none;Q-Base
2025/02/26;2471;none;Trans Hex Supply Services (Pty) Ltd
2025/02/26;7954;none;Witels Verhuring (Pty) Ltd
2025/02/26;7954;none;TVM Construction (Pty) Ltd
2025/02/26;31816;none;Isambane Mining (Pty) Ltd
2025/02/26;39770;none;Excavo Mining (Pty) Ltd
2025/02/27;448;none;Sea Harvest Corporation (Pty) Ltd Viking Fishing Division
2025/02/27;568;none;Labtech (Pty) Ltd t/a Labtech Group
2025/02/27;2841;none;African Group Lubricants (Pty) Ltd
2025/02/27;9238;none;Isambane Mining (Pty) Ltd
2025/02/27;19885;none;Isambane Mining (Pty) Ltd
2025/02/27;28898;none;OPM Industrial Services (Pty) Ltd
2025/02/28;-2000;none;Filter Supply Botswana
2025/02/28;-1235;none;GGS Energy
2025/02/28;-716;none;CD Petroleum Services CC T/A Specialised Petroleum Services
2025/02/28;77;none;Afrimat Aggregates (Operations) (Pty) Ltd
2025/02/28;177;none;Orik (Pty) Ltd
2025/02/28;199;none;Mobi Lab (Pty) Ltd T/A Mobilab
2025/02/28;398;none;Mobi Lab (Pty) Ltd T/A Mobilab
2025/02/28;398;none;Mobi Lab (Pty) Ltd T/A Mobilab
2025/02/28;568;none;Kyle De Longe
2025/02/28;568;none;Tropical Refrigeration & Services CC
2025/02/28;924;none;Tovani Trading
2025/02/28;1848;none;Hyundai Automotive South Africa (Pty) Ltd
2025/02/28;1989;none;CSV Construction
2025/02/28;1989;none;Heavy Duty Earthmoving Parts CC
2025/02/28;1989;none;AQH Import and Export (Pty)Ltd t/a Prime Bond
2025/02/28;2151;none;Sharp Move Trading 260 (Pty) Lts T/A Davidsons Boards
2025/02/28;2208;none;SpareParts Exchange PVT LTD
2025/02/28;3977;none;Pronano Engineering Supplies
2025/02/28;3977;none;AW Laser
2025/02/28;4302;none;PMT Condition Monitoring (Pty) Ltd
2025/02/28;7954;none;Orbit Commercial Vehicles Cape Town
2025/02/28;9044;none;Afrimat Mining Services (Pty) Ltd
2025/02/28;12905;none;PTA Petroleum (PTY) Ltd
2025/02/28;15908;none;Fuchs Lubricants South Africa (Pty) Ltd
2025/02/28;19994;none;Afrimat Mining Services (Pty) Ltd
2025/02/28;20121;none;Sany Equipment South Africa (Pty) Ltd
2025/02/28;21069;none;Heavy Duty Earthmoving Parts CC
2025/02/28;46447;none;Tradeon CC
2025/02/28;54000;none;Komatsu South Africa (Pty) Ltd.
2025/02/28;92744;none;JWA Condition Monitoring & Trading CC
2025/02/28;163230;none;CD Petroleum Services CC T/A Specialised Petroleum Services
2025/03/04;7954;none;H and I Plant (Pty) Ltd
2025/03/04;17822;none;SPS Consumables
2025/03/04;26576;none;SPS Consumables
2025/03/06;3977;none;Two Ships Filtration (Pty) Ltd
2025/03/07;568;none;H and I Plant (Pty) Ltd
2025/03/07;3977;none;H and I Plant (Pty) Ltd
2025/03/07;3977;none;H and I Plant (Pty) Ltd
2025/03/07;7954;none;H and I Plant (Pty) Ltd
2025/03/07;9943;none;TMS International South Africa (Pty) Ltd
2025/03/08;390;none;Western Cape Diesel Technology (Pty) Ltd
2025/03/08;1891;none;Martin & East (Pty) Ltd
2025/03/08;1989;none;CEM Diesel and Marine Engineering CC
2025/03/08;2151;none;Irvin & Johnson Limited
2025/03/08;7908;none;Cape Lime (Pty) Ltd
2025/03/08;11363;none;Cape Lime (Pty) Ltd
2025/03/08;11363;none;Afrimat Readymix (Cape) (Pty) Ltd
2025/03/08;11363;none;Afrimat Aggregates (Operations) (Pty) Ltd
2025/03/08;12644;none;Irvin & Johnson Limited
2025/03/08;17192;none;Irvin and Johnson Aquaculture (Pty) Ltd
2025/03/09;153;none;Intertek Testing Services SA
2025/03/09;307;none;Intertek Testing Services SA
2025/03/09;568;none;ER Filter & Bearing Pty Ltd
2025/03/09;1989;none;Robert Ravensberg
2025/03/09;2151;none;Interflon
2025/03/09;3977;none;G&S Jacobs Technical (Pty) Ltd
2025/03/09;4302;none;Apollo Air CC
2025/03/09;7954;none;Atlantis Sand Sales CC
2025/03/09;11931;none;Nikham Rotating Equipment Monitoring (Pty) Ltd
2025/03/09;19885;none;African Marine Solutions Group (Pty) Ltd
2025/03/09;21600;none;Komatsu South Africa (Pty) Ltd.
2025/03/09;31816;none;Isambane Mining (Pty) Ltd
2025/03/09;43747;none;Isambane Mining (Pty) Ltd
2025/03/10;398;none;Mobi Lab (Pty) Ltd T/A Mobilab
2025/03/10;568;none;Q-Base
2025/03/10;852;none;Auto City Lubricants
2025/03/10;3977;none;AQH Import and Export (Pty)Ltd t/a Prime Bond
2025/03/10;3977;none;Quattro Lubricants
2025/03/10;11085;none;Benhaus Mining Services (Pty) Ltd
2025/03/10;11931;none;Fuchs Lubricants South Africa (Pty) Ltd
2025/03/10;16748;none;Raubex Construction (Pty) Ltd
2025/03/10;21127;none;Stuart Coal (Pty) Ltd
2025/03/11;206;none;Martin & East (Pty) Ltd
2025/03/11;924;none;XPS Enterprises
2025/03/11;1853;none;Martin & East (Pty) Ltd
2025/03/11;3896;none;Qwest Consult
2025/03/11;7954;none;FGW Generators (Pty) Ltd
2025/03/11;28892;none;Martin & East (Pty) Ltd
2025/03/12;568;none;Grow Green Plant Hire
2025/03/12;1372;none;Anglo Oil Filtration (Pty) Ltd
2025/03/12;1989;none;Alert Engine Parts
2025/03/12;8550;none;Tradeon CC
2025/03/13;568;none;Nouum Engineering (Pty) Ltd
2025/03/13;924;none;Rovos Rail Tours (Pty) Ltd
2025/03/13;3977;none;C.T.C Plant Company (Pty) Ltd
2025/03/13;3977;none;BrocSand (Pty) Ltd
2025/03/13;3977;none;Stu Davidson & Sons (Pty) Ltd
2025/03/13;3977;none;Stu Davidson & Sons (Pty) Ltd
2025/03/13;7954;none;Burger and Wallace
2025/03/13;11931;none;High Power Equipment Africa (Pty) Ltd
2025/03/13;19885;none;High Power Equipment Africa (Pty) Ltd
2025/03/14;568;none;Canrho Trading
2025/03/14;915;none;Anglo Oil Filtration (Pty) Ltd
2025/03/14;924;none;Kai-Ma Services (Pty) Ltd
2025/03/14;924;none;I Fuels
2025/03/14;1989;none;Africa Machine Diagnostics
2025/03/14;1989;none;S.A Metal Group (Pty) Ltd
2025/03/14;2557;none;MSR Hermanus
2025/03/14;3977;none;GC Thomas t/a G & C Timber Products
2025/03/14;3977;none;Stu Davidson & Sons (Pty) Ltd
2025/03/14;4545;none;Prendore Trust t/a Cherry Diggers
2025/03/14;9238;none;Isambane Mining (Pty) Ltd
2025/03/14;9639;none;Qwest Consult
2025/03/14;15908;none;Torq Industries (Pty) Ltd
2025/03/14;19885;none;Isambane Mining (Pty) Ltd
2025/03/17;568;none;JB's Trucks (Pty) Ltd t/a UD Trucks Cape Town
2025/03/18;1136;none;CEM Diesel and Marine Engineering CC
2025/03/18;1989;none;Revive Advanced Solutions
2025/03/18;3977;none;Two Ships Filtration (Pty) Ltd
2025/03/18;4383;none;Desmond Equipment SA (Pty) Ltd
2025/03/18;11079;none;Smart Solutions Engineering
2025/03/19;1989;none;Alliance Oil
2025/03/19;3977;none;PR Truck and Trailer Spares
2025/03/20;568;none;The Lube Guys
2025/03/20;568;none;Ducere Holdings (Pty) Ltd
2025/03/20;1989;none;Kleenoil South Africa
2025/03/20;2484;none;Total Vaal (Pty) Ltd T/A Complete Filtration Solution
2025/03/20;3977;none;Quattro Lubricants
2025/03/20;4302;none;PMT Condition Monitoring (Pty) Ltd
2025/03/20;4302;none;Filtration Management Solutions (Pty) Ltd
2025/03/20;5884;none;Heavy Duty Earthmoving Parts CC
2025/03/20;19885;none;Perfect Filtration (Pty) Ltd
2025/03/20;21127;none;Stuart Coal (Pty) Ltd
2025/03/20;30233;none;Ngoola (Pty) Ltd
2025/03/20;32400;none;Komatsu South Africa (Pty) Ltd.
2025/03/20;43020;none;Torqes Services (Pty) Ltd T/A Torqes Engineering
2025/03/21;568;none;Golden Arrow Bus Services (Pty) Ltd t/a Multisuppliers
2025/03/21;1848;none;Quattro Lubricants
2025/03/21;1989;none;AQH Import and Export (Pty)Ltd t/a Prime Bond
2025/03/21;1989;none;Portland Quarry (Pty) Ltd
2025/03/21;1989;none;KL Consulting C3 Pty Ltd
2025/03/21;1989;none;Surepower Trading Co.(Pty) Ltd t/a Surepower Generator Services
2025/03/21;2151;none;MCS Chilled Water (PTY) Ltd
2025/03/21;3039;none;Trans Hex Supply Services (Pty) Ltd
2025/03/21;3977;none;Delport and Murray CC t/a VM Power Marine
2025/03/21;3977;none;Dirk Lochner Transport (Pty) Ltd
2025/03/21;3977;none;G&S Jacobs Technical (Pty) Ltd
2025/03/21;7954;none;H and I Plant (Pty) Ltd
2025/03/21;7954;none;Sylco Plant Hire (Pty) Ltd
2025/03/21;7954;none;Witels Verhuring (Pty) Ltd
2025/03/21;10755;none;Ardagh Glass Packaging South Africa (Pty) Ltd
2025/03/21;15908;none;Tronox Namakwa Sands
2025/03/21;22709;none;EVA Systems
2025/03/21;37384;none;AfrEquip (Pty) Ltd.
2025/03/21;37876;none;Afrimat Mining Services (Pty) Ltd
2025/03/21;39770;none;Excavo Mining (Pty) Ltd
2025/03/23;1638;none;Tronox Namakwa Sands
2025/03/23;35188;none;Benhaus Mining Services (Pty) Ltd
2025/03/25;-1037;none;High Power Equipment Africa (Pty) Ltd
2025/03/25;568;none;DPS Suppliers
2025/03/25;924;none;Reddy Group International (Pty) Limited
2025/03/25;1989;none;Pronano Engineering Supplies
2025/03/25;3695;none;Perfect Filtration (Pty) Ltd
2025/03/25;3977;none;Fuchs Lubricants South Africa (Pty) Ltd
2025/03/25;3977;none;Orbit Industrial
2025/03/25;3977;none;CA Filters (Pty) Ltd
2025/03/25;7954;none;JR Lubricants
2025/03/25;7954;none;Evron Petroleum
2025/03/25;10564;none;Mining Equipment Sales and Rental (Pty) Ltd
2025/03/25;12001;none;Moreson Grondverskuiwers
2025/03/25;19885;none;Sitona
2025/03/26;1235;none;Piet Citrus (Pty) Ltd
2025/03/26;3433;none;Afrimat Aggregates (Operations) (Pty) Ltd
2025/03/26;3977;none;CSV Construction
2025/03/26;3977;none;Nikham Rotating Equipment Monitoring (Pty) Ltd
2025/03/26;7954;none;Burger and Wallace
2025/03/26;19966;none;Afrimat Mining Services (Pty) Ltd
2025/03/26;85343;none;Afrimat Aggregates (Operations) (Pty) Ltd
2025/03/27;5519;none;Desmond Equipment SA (Pty) Ltd
2025/03/27;8305;none;TMS International South Africa (Pty) Ltd
2025/03/28;311;none;Trans Hex Supply Services (Pty) Ltd
2025/03/28;924;none;Geonoplis & Associates
2025/03/28;924;none;Pure Silk Invest 2 (Pty) Ltd t/a Group 1 Kuilsriver
2025/03/28;974;none;Golden Arrow Bus Services (Pty) Ltd t/a Multisuppliers
2025/03/28;1558;none;RS Fuels
2025/03/28;1848;none;MBT Petroleum
2025/03/28;1989;none;Mega Plant Hire
2025/03/28;2471;none;Trans Hex Supply Services (Pty) Ltd
2025/03/28;2912;none;Henry Burger Boerdery
2025/03/28;3409;none;Fuchs Lubricants South Africa (Pty) Ltd
2025/03/28;3977;none;West Coast Oil Distributors Pty Ltd
2025/03/28;3977;none;Stu Davidson & Sons (Pty) Ltd
2025/03/28;3977;none;Stu Davidson & Sons (Pty) Ltd
2025/03/28;4302;none;Interflon
2025/03/28;4633;none;Iris Africa Condition Monitoring (Pty) Ltd
2025/03/28;11363;none;Cape Lime (Pty) Ltd
2025/03/28;24704;none;Martin & East (Pty) Ltd
2025/03/31;-4058;none;CD Petroleum Services CC T/A Specialised Petroleum Services
2025/03/31;413;none;Torre Analytical Services (Pty) Ltd
2025/03/31;413;none;Orik (Pty) Ltd
2025/03/31;568;none;Prelo Green Diesel
2025/03/31;812;none;Evron Petroleum
2025/03/31;915;none;Anglo Oil Filtration (Pty) Ltd
2025/03/31;1136;none;Benhaus Mining Services (Pty) Ltd
2025/03/31;1704;none;Evron Petroleum
2025/03/31;1841;none;Intertek Testing Services SA
2025/03/31;3815;none;SpareParts Exchange PVT LTD
2025/03/31;3977;none;Fuchs Lubricants South Africa (Pty) Ltd
2025/03/31;3977;none;African Marine Solutions Group (Pty) Ltd
2025/03/31;3977;none;African Marine Solutions Group (Pty) Ltd
2025/03/31;3977;none;AW Laser
2025/03/31;7159;none;Rand Plastics (Pty) Ltd
2025/03/31;7954;none;Golden Arrow Bus Services (Pty) Ltd t/a Multisuppliers
2025/03/31;9090;none;The South African Breweries (Pty) Ltd
2025/03/31;10061;none;Sany Equipment South Africa (Pty) Ltd
2025/03/31;15908;none;Civils 2000 Plant Hire CC
2025/03/31;15908;none;Heavy Duty Earthmoving Parts CC
2025/03/31;19466;none;The South African Breweries (Pty) Ltd
2025/03/31;19885;none;Tronox Namakwa Sands
2025/03/31;20121;none;Sany Equipment South Africa (Pty) Ltd
2025/03/31;21127;none;Stuart Coal (Pty) Ltd
2025/03/31;23862;none;Isambane Mining (Pty) Ltd
2025/03/31;29281;none;Tradeon CC
2025/03/31;35188;none;Benhaus Mining Services (Pty) Ltd
2025/03/31;39770;none;Isambane Mining (Pty) Ltd
2025/03/31;40115;none;Afrimat Mining Services (Pty) Ltd
2025/03/31;107258;none;CD Petroleum Services CC T/A Specialised Petroleum Services
2025/03/31;108493;none;JWA Condition Monitoring & Trading CC
2025/04/01;3977;none;Two Ships Filtration (Pty) Ltd
2025/04/02;-92;none;Reddy Group International (Pty) Limited
2025/04/02;-92;none;Reddy Group International (Pty) Limited
2025/04/02;924;none;Pure Silk Invest 2 (Pty) Ltd t/a Group 1 Kuilsriver
2025/04/02;1989;none;South End Lubricants
2025/04/02;3977;none;C.T.C Plant Company (Pty) Ltd
2025/04/03;8360;none;Burger and Wallace
2025/04/03;15908;none;Trans Hex Supply Services (Pty) Ltd
2025/04/03;18112;none;SPS Consumables
2025/04/03;19091;none;SPS Consumables
2025/04/08;-2151;none;Filtration Management Solutions (Pty) Ltd
2025/04/08;924;none;Pure Silk Invest 2 (Pty) Ltd t/a Group 1 Kuilsriver
2025/04/08;1080;none;Nikham Rotating Equipment Monitoring (Pty) Ltd
2025/04/08;1759;none;Master & Owners Asteria c/o Del Shipping & Trading (Pty)Ltd
2025/04/08;2151;none;Interflon
2025/04/08;3977;none;Anglo Oil Filtration (Pty) Ltd
2025/04/08;3977;none;H and I Plant (Pty) Ltd
2025/04/08;7954;none;Atlantis Sand Sales CC
2025/04/08;7954;none;H and I Plant (Pty) Ltd
2025/04/08;7954;none;Golden Arrow Bus Services (Pty) Ltd t/a Multisuppliers
2025/04/08;11931;none;H and I Plant (Pty) Ltd
2025/04/08;12740;none;TCL Supply Chain International Ltd
2025/04/09;199;none;Mobi Lab (Pty) Ltd T/A Mobilab
2025/04/09;568;none;Gary Faul
2025/04/09;924;none;Motus Isuzu Kimberley
2025/04/09;924;none;Salamax 900 (Pty) Ltd t/a Morgan Isuzu Bethlehem
2025/04/09;3600;none;Komatsu South Africa (Pty) Ltd.
2025/04/09;3977;none;Smart Solutions Engineering
2025/04/09;3977;none;Nouum Engineering (Pty) Ltd
2025/04/09;3977;none;Nikham Rotating Equipment Monitoring (Pty) Ltd
2025/04/09;4302;none;Trigz (Pty)Ltd
2025/04/09;4545;none;Liqui Dyne
2025/04/09;7258;none;Afrimat Aggregates (Operations) (Pty) Ltd
2025/04/09;7575;none;Afrimat Quarrying South Africa (Pty) Ltd
2025/04/09;7575;none;Cape Lime (Pty) Ltd
2025/04/09;15908;none;High Power Equipment Africa (Pty) Ltd
2025/04/09;20121;none;Afrimat Mining Services (Pty) Ltd
2025/04/09;21127;none;Stuart Coal (Pty) Ltd
2025/04/09;24704;none;Martin & East (Pty) Ltd
2025/04/09;35188;none;Benhaus Mining Services (Pty) Ltd
2025/04/09;37876;none;Afrimat Phosphates (Pty) Ltd
2025/04/09;39780;none;Afrimat Mining Services (Pty) Ltd
2025/04/09;46800;none;Komatsu South Africa (Pty) Ltd.
2025/04/10;217;none;Patrick Noludwe
2025/04/10;568;none;Howard Landquip (Pty) Ltd t/a Weskus Meganisasie
2025/04/10;3433;none;Cape Lime (Pty) Ltd
2025/04/11;568;none;Harris Ohlson Engineering
2025/04/11;568;none;Wilhelms Auto
2025/04/11;1704;none;WO Trackworks (Pty) Ltd
2025/04/11;1989;none;J2 Auto Services PTY Ltd
2025/04/11;1989;none;First Cut (Pty) Ltd
2025/04/11;3977;none;600CT Manufacturing (Pty) Ltd
2025/04/11;3977;none;WO Trackworks (Pty) Ltd
2025/04/11;7575;none;Afrimat Readymix (Cape) (Pty) Ltd
2025/04/11;7954;none;Apollo Brick
2025/04/11;7954;none;Nova Marine (Division of Novatech) (Pty) Ltd
2025/04/11;7954;none;H and I Plant (Pty) Ltd
2025/04/12;281;none;Moreson Grondverskuiwers
2025/04/12;568;none;Isambane Mining (Pty) Ltd
2025/04/12;3977;none;Louw Diggers (Pty) Ltd
2025/04/12;3977;none;Stu Davidson & Sons (Pty) Ltd
2025/04/12;3977;none;Stu Davidson & Sons (Pty) Ltd
2025/04/12;4616;none;Africa Biomass Company (Pty) Ltd
2025/04/12;12905;none;Fuchs Lubricants South Africa (Pty) Ltd
2025/04/12;15150;none;Afrimat Mining Services (Pty) Ltd
2025/04/12;17993;none;Power Construction (Pty) Ltd
2025/04/12;22371;none;Afrimat Aggregates (Operations) (Pty) Ltd
2025/04/12;22875;none;The South African Breweries - Maltings (Pty) Ltd
2025/04/16;199;none;Mobi Lab (Pty) Ltd T/A Mobilab
2025/04/16;924;none;Salamax 900 (Pty) Ltd t/a Morgan Isuzu Bethlehem
2025/04/16;924;none;XPS Enterprises
2025/04/16;1704;none;Intertek Testing Services SA
2025/04/16;2471;none;Trans Hex Supply Services (Pty) Ltd
2025/04/16;3788;none;Akura Manufacturing Engineering Company (Pty) Ltd
2025/04/16;3977;none;Two Ships Filtration (Pty) Ltd
2025/04/16;3977;none;Kai-Ma Services (Pty) Ltd
2025/04/16;3977;none;Golden Arrow Bus Services (Pty) Ltd t/a Multisuppliers
2025/04/16;3977;none;Stu Davidson & Sons (Pty) Ltd
2025/04/16;3977;none;Stu Davidson & Sons (Pty) Ltd
2025/04/16;7954;none;Matase Industrial Solutions
2025/04/16;7954;none;Witels Verhuring (Pty) Ltd
2025/04/16;11931;none;High Power Equipment Africa (Pty) Ltd
2025/04/16;19885;none;Perfect Filtration (Pty) Ltd
2025/04/17;11931;none;TMS International South Africa (Pty) Ltd
2025/04/17;29828;none;TMS International South Africa (Pty) Ltd
2025/04/17;37384;none;AfrEquip (Pty) Ltd.
2025/04/21;1704;none;Q-Base
2025/04/21;1989;none;AADIL Glyde Performance Products
2025/04/21;3977;none;Jacobs Techincal Excellence (Pty) Ltd
2025/04/21;18573;none;Cape Lime (Pty) Ltd
2025/04/22;199;none;Mobi Lab (Pty) Ltd T/A Mobilab
2025/04/22;199;none;Mobi Lab (Pty) Ltd T/A Mobilab
2025/04/22;924;none;Westvaal Motor Group Pty Ltd
2025/04/22;1136;none;SSI Cooling Solutions
2025/04/22;2151;none;Filtration Management Solutions (Pty) Ltd
2025/04/22;3977;none;Pronano Engineering Supplies
2025/04/22;3977;none;African Group Lubricants (Pty) Ltd
2025/04/22;3977;none;Golden Arrow Bus Services (Pty) Ltd t/a Multisuppliers
2025/04/22;3977;none;CSV Construction
2025/04/22;4302;none;PMT Condition Monitoring (Pty) Ltd
2025/04/22;4302;none;PMT Condition Monitoring (Pty) Ltd
2025/04/22;4383;none;Fuchs Lubricants South Africa (Pty) Ltd
2025/04/22;7575;none;Afrimat Mining Services (Pty) Ltd
2025/04/22;7954;none;Evron Petroleum
2025/04/22;7954;none;Golden Arrow Bus Services (Pty) Ltd t/a Multisuppliers
2025/04/22;10564;none;JJM Mining Services (Pty) Ltd
2025/04/22;10755;none;EVA Systems
2025/04/22;15908;none;Civils 2000 Plant Hire CC
2025/04/22;19466;none;The South African Breweries (Pty) Ltd
2025/04/22;23862;none;High Power Equipment Africa (Pty) Ltd
2025/04/22;31070;none;Stuart Coal (Pty) Ltd
2025/04/23;2557;none;Saldanha Ship Yards (Pty) Ltd
2025/04/23;7976;none;Intertek Testing Services SA
2025/04/24;35188;none;Benhaus Mining Services (Pty) Ltd
2025/04/25;-795;none;High Power Equipment Africa (Pty) Ltd
2025/04/25;568;none;Afrimat Industries South Africa (Pty) Ltd
2025/04/25;924;none;Cramarq Auto
2025/04/25;1989;none;Orbit Industrial
2025/04/25;3788;none;Afrimat Industries South Africa (Pty) Ltd
2025/04/25;7575;none;Cape Lime (Pty) Ltd
2025/04/25;10564;none;Mining Equipment Sales and Rental (Pty) Ltd
2025/04/25;10880;none;Martin & East (Pty) Ltd
2025/04/25;23862;none;WBHO Construction (Pty) Ltd
2025/04/25;38904;none;Afrimat Mining Services (Pty) Ltd
2025/04/27;3977;none;Oil Renew
2025/04/27;3977;none;Natal Tape Pty Ltd
2025/04/28;924;none;Quattro Lubricants
2025/04/28;1136;none;ElringKlinger South Africa
2025/04/28;1338;none;Afrimat Mining Services (Pty) Ltd
2025/04/28;1989;none;Tronox Namakwa Sands
2025/04/28;1989;none;RS Fuels
2025/04/28;1989;none;Crystal Lubricants (Pty) Ltd
2025/04/28;3836;none;Kleenoil South Africa
2025/04/28;4431;none;Torq Industries (Pty) Ltd
2025/04/28;21127;none;Stuart Coal (Pty) Ltd
2025/04/28;31317;none;Ngoola (Pty) Ltd
2025/04/29;568;none;IMCD Oiltech (Pty) Ltd
2025/04/29;23862;none;Isambane Mining (Pty) Ltd
2025/04/29;62090;none;Isambane Mining (Pty) Ltd
2025/04/30;-19885;none;Nikham Rotating Equipment Monitoring (Pty) Ltd
2025/04/30;-2029;none;CD Petroleum Services CC T/A Specialised Petroleum Services
2025/04/30;413;none;Torre Analytical Services (Pty) Ltd
2025/04/30;537;none;Intertek Testing Services SA
2025/04/30;537;none;Intertek Testing Services SA
2025/04/30;568;none;Africa Biomass Company (Pty) Ltd
2025/04/30;595;none;Orbit Industrial
2025/04/30;614;none;Intertek Testing Services SA
2025/04/30;924;none;I Fuels
2025/04/30;924;none;Salamax 900 (Pty) Ltd t/a Morgan Isuzu Bethlehem
2025/04/30;1136;none;Rocol Lubricants South Africa (Pty) Ltd
2025/04/30;1542;none;Isambane Mining (Pty) Ltd
2025/04/30;1848;none;Q4 Fuel Global Malmesbury
2025/04/30;2841;none;Benhaus Mining Services (Pty) Ltd
2025/04/30;3977;none;Two Ships Filtration (Pty) Ltd
2025/04/30;3977;none;CSV Construction
2025/04/30;4337;none;SpareParts Exchange PVT LTD
2025/04/30;9238;none;Isambane Mining (Pty) Ltd
2025/04/30;9238;none;Isambane Mining (Pty) Ltd
2025/04/30;21427;none;Simvic Group CC
2025/04/30;23862;none;Isambane Mining (Pty) Ltd
2025/04/30;25200;none;Komatsu South Africa (Pty) Ltd.
2025/04/30;43020;none;Irvin & Johnson Limited
2025/04/30;43595;none;Tradeon CC
2025/04/30;130396;none;JWA Condition Monitoring & Trading CC
2025/04/30;287195;none;CD Petroleum Services CC T/A Specialised Petroleum Services
2025/05/05;1989;none;Lubrisol
2025/05/06;1404;none;Titan Group
2025/05/07;7954;none;Two Ships Filtration (Pty) Ltd
2025/05/08;19885;none;Nikham Rotating Equipment Monitoring (Pty) Ltd
2025/05/09;1730;none;Action Yachting
2025/05/09;7954;none;Pro Oil SA CC
2025/05/09;19466;none;The South African Breweries (Pty) Ltd
2025/05/09;25812;none;GEA Africa (Pty) Ltd
2025/05/09;28892;none;Martin & East (Pty) Ltd
2025/05/09;39770;none;High Power Equipment Africa (Pty) Ltd
2025/05/12;1080;none;Martin & East (Pty) Ltd
2025/05/12;1136;none;Heavy Duty Earthmoving Parts CC
2025/05/12;1235;none;Piet Citrus (Pty) Ltd
2025/05/12;1848;none;Evron Petroleum
2025/05/12;3840;none;Tronox Namakwa Sands
2025/05/12;3977;none;WO Trackworks (Pty) Ltd
2025/05/12;3977;none;Golden Arrow Bus Services (Pty) Ltd t/a Multisuppliers
2025/05/12;3977;none;C.T.C Plant Company (Pty) Ltd
2025/05/12;3977;none;Atlantis Sand Sales CC
2025/05/12;7954;none;Tronox Namakwa Sands
2025/05/12;18938;none;Afrimat Mining Services (Pty) Ltd
2025/05/13;537;none;Intertek Testing Services SA
2025/05/13;568;none;APL Cartons (Pty) Ltd
2025/05/13;568;none;Garth
2025/05/13;1136;none;Burger and Wallace
2025/05/13;1136;none;Intertek Testing Services SA
2025/05/13;1150;none;Intertek Testing Services SA
2025/05/13;1235;none;Piet Citrus (Pty) Ltd
2025/05/13;1492;none;Chalk-Air WC (Pty) Ltd
2025/05/13;1704;none;Yendelela (Pty) Ltd
2025/05/13;1848;none;Shaeli Pienaar
2025/05/13;1989;none;SA Oil Solutions (Pty) Ltd
2025/05/13;2151;none;Filtration Management Solutions (Pty) Ltd
2025/05/13;2151;none;Interflon
2025/05/13;2273;none;Chalk-Air WC (Pty) Ltd
2025/05/13;3157;none;E&R Motors
2025/05/13;3977;none;Fuchs Lubricants South Africa (Pty) Ltd
2025/05/13;3977;none;FGW Generators (Pty) Ltd
2025/05/13;4517;none;Piezo
2025/05/13;4951;none;Simvic Group CC
2025/05/13;5966;none;Mouton Citrus (Pty) Ltd
2025/05/13;5966;none;FLSmidth South Africa (Pty) Ltd
2025/05/13;7954;none;Fuchs Lubricants South Africa (Pty) Ltd
2025/05/13;7954;none;BrocSand (Pty) Ltd
2025/05/13;7954;none;Desmond Equipment SA (Pty) Ltd
2025/05/13;8604;none;PMT Condition Monitoring (Pty) Ltd
2025/05/13;12353;none;Raubex Construction (Pty) Ltd
2025/05/13;20587;none;TMS International South Africa (Pty) Ltd
2025/05/13;37384;none;AfrEquip (Pty) Ltd.
2025/05/13;43020;none;Irvin & Johnson Limited
2025/05/13;46800;none;Komatsu South Africa (Pty) Ltd.
2025/05/14;846;none;S.L.R Freight
2025/05/14;974;none;H and I Plant (Pty) Ltd
2025/05/14;1136;none;Bishop Lavis Cleaning Services
2025/05/14;1989;none;Industrial Bakeware Company (Pty) Ltd t/a IBCO
2025/05/14;7954;none;H and I Plant (Pty) Ltd
2025/05/14;12933;none;Benhaus Mining Services (Pty) Ltd
2025/05/15;-39770;none;Isambane Mining (Pty) Ltd
2025/05/15;-1542;none;Isambane Mining (Pty) Ltd
2025/05/15;1542;none;Excavo Mining (Pty) Ltd
2025/05/15;11363;none;Cape Lime (Pty) Ltd
2025/05/15;25199;none;SPS Consumables
2025/05/16;924;none;Wambozi Petroluem
2025/05/16;1989;none;Octillion Pertroleum (Pty) Ltd
2025/05/16;3977;none;Orbit Industrial
2025/05/16;11931;none;TMS International South Africa (Pty) Ltd
2025/05/16;25915;none;SPS Consumables
2025/05/19;7954;none;Moov Fuel (Pty) Ltd
2025/05/19;11520;none;SPS Consumables
2025/05/19;20587;none;Martin & East (Pty) Ltd
2025/05/19;25812;none;GEA Africa (Pty) Ltd
2025/05/19;32400;none;Komatsu South Africa (Pty) Ltd.
2025/05/19;35188;none;Benhaus Mining Services (Pty) Ltd
2025/05/20;557;none;J & B Manufacturing
2025/05/20;924;none;Juno Corp
